,scholar_cat,journal_name,l1_k1,n,prop,total
2682,med_virology,PLOS Pathogens,Nuclear physics,1,0.01,115
2683,med_virology,PLOS Pathogens,Nuclear engineering,1,0.01,115
2684,med_virology,PLOS Pathogens,Anatomy,1,0.01,115
2685,med_virology,PLOS Pathogens,Medicinal chemistry,1,0.01,115
2686,med_virology,PLOS Pathogens,Economic growth,1,0.01,115
2687,med_virology,PLOS Pathogens,Ecology,1,0.01,115
2688,med_virology,PLOS Pathogens,Control theory,1,0.01,115
2689,med_virology,PLOS Pathogens,Combinatorial chemistry,1,0.01,115
2690,med_virology,PLOS Pathogens,Cardiology,1,0.01,115
2691,med_virology,PLOS Pathogens,Cancer research,1,0.01,115
2692,med_virology,PLOS Pathogens,Biophysics,1,0.01,115
2693,med_virology,PLOS Pathogens,Medical education,1,0.01,115
2704,med_virology,Vaccine,Virology,45,0.26,176
2705,med_virology,Vaccine,Immunology,34,0.19,176
2706,med_virology,Vaccine,Pediatrics,13,0.07,176
2707,med_virology,Vaccine,Gerontology,11,0.06,176
2708,med_virology,Vaccine,Intensive care medicine,5,0.03,176
2709,med_virology,Vaccine,Developmental psychology,5,0.03,176
2710,med_virology,Vaccine,Obstetrics,4,0.02,176
2711,med_virology,Vaccine,Demography,4,0.02,176
2712,med_virology,Vaccine,Public administration,3,0.02,176
2713,med_virology,Vaccine,Medical education,3,0.02,176
2714,med_virology,Vaccine,Development economics,3,0.02,176
2715,med_virology,Vaccine,Risk analysis (engineering),3,0.02,176
2716,med_virology,Vaccine,Cancer research,2,0.01,176
2717,med_virology,Vaccine,Family medicine,2,0.01,176
2718,med_virology,Vaccine,Molecular biology,2,0.01,176
2719,med_virology,Vaccine,Statistics,2,0.01,176
2720,med_virology,Vaccine,Communication,2,0.01,176
2721,med_virology,Vaccine,Surgery,2,0.01,176
2722,med_virology,Vaccine,Nuclear chemistry,1,0.01,176
2723,med_virology,Vaccine,Real-time computing,1,0.01,176
2724,med_virology,Vaccine,Pharmacology,1,0.01,176
2725,med_virology,Vaccine,Religious studies,1,0.01,176
2726,med_virology,Vaccine,Simulation,1,0.01,176
2727,med_virology,Vaccine,Ophthalmology,1,0.01,176
2728,med_virology,Vaccine,Social psychology,1,0.01,176
2729,med_virology,Vaccine,Operations research,1,0.01,176
2730,med_virology,Vaccine,Operations management,1,0.01,176
2731,med_virology,Vaccine,Traditional medicine,1,0.01,176
2732,med_virology,Vaccine,Veterinary medicine,1,0.01,176
2733,med_virology,Vaccine,Public relations,1,0.01,176
2734,med_virology,Vaccine,Animal science,1,0.01,176
2735,med_virology,Vaccine,Microeconomics,1,0.01,176
2736,med_virology,Vaccine,Literature,1,0.01,176
2737,med_virology,Vaccine,Cartography,1,0.01,176
2738,med_virology,Vaccine,Chromatography,1,0.01,176
2739,med_virology,Vaccine,Clinical psychology,1,0.01,176
2740,med_virology,Vaccine,Data mining,1,0.01,176
2741,med_virology,Vaccine,Dentistry,1,0.01,176
2742,med_virology,Vaccine,Ecology,1,0.01,176
2743,med_virology,Vaccine,Economic growth,1,0.01,176
2744,med_virology,Vaccine,Economic policy,1,0.01,176
2745,med_virology,Vaccine,Economic system,1,0.01,176
2746,med_virology,Vaccine,Emergency medicine,1,0.01,176
2747,med_virology,Vaccine,Environmental health,1,0.01,176
2748,med_virology,Vaccine,Environmental planning,1,0.01,176
2749,med_virology,Vaccine,Environmental resource management,1,0.01,176
2750,med_virology,Vaccine,Gender studies,1,0.01,176
2751,med_virology,Vaccine,Knowledge management,1,0.01,176
2752,med_virology,Vaccine,International economics,1,0.01,176
